,inscription_date,birth_date,age,university,career,nombre,email,sexo,location,postal_code
4951,2020-06-20,1917-08-06,,universidad nacional de jujuy,licenciatura en ciencias ambientales,william wood,rmcdaniel@yahoo.com,m,america,
4952,2019-12-02,1965-11-01,,universidad nacional de jujuy,licenciatura en ciencia y tecnología de alimentos,jerry copeland,calderondaniel@yahoo.com,m,aldao,
4953,2020-03-11,1934-10-30,,universidad tecnológica nacional,licenciatura en musicoterapia,david campbell,michael52@gmail.com,m,garin,
4954,2020-05-30,1978-09-15,,universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,zachary brown,erik48@gmail.com,m,colonia los sauces,
4955,2019-10-14,1980-01-03,,universidad tecnológica nacional,licenciatura en ciencias geológicas,adam young,kathleenaguilar@gmail.com,m,bajo guazu,
4956,2020-07-20,2000-03-25,,universidad nacional de jujuy,licenciatura en planificación y diseño del paisaje,stephanie davis,jorge39@yahoo.com,f,11 de septiembre,
4957,2020-03-02,1918-06-19,,universidad nacional de jujuy,licenciatura en producción de bioimagenes,kimberly gregory,owenscraig@hotmail.com,f,aguara grande,
4958,2019-11-13,2012-07-09,,universidad nacional de jujuy,ingeniería electrónica,amanda kim,robertnguyen@gmail.com,f,colonia los lapachos,
4959,2019-11-17,2004-06-13,,universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,andrea hutchinson,nicholas17@hotmail.com,f,cañada la negra,
4960,2020-06-26,1958-08-08,,universidad nacional de jujuy,licenciatura en artes,tracy mata,william12@hotmail.com,f,balcosna,
4961,2020-01-08,1906-03-31,,universidad nacional de jujuy,licenciatura en administración ,ronnie hamilton,mtorres@yahoo.com,m,algarrobo verde,
4962,2019-10-03,1990-07-08,,universidad tecnológica nacional,licenciatura en ciencias de la computación,justin jensen,etorres@yahoo.com,m,colonia montefiore,
4963,2019-12-16,2010-11-29,,universidad nacional de jujuy,licenciatura en ciencias de la educación ,david reynolds,jmorales@hotmail.com,m,abasto,
4964,2020-03-04,2012-05-25,,universidad nacional de jujuy,licenciatura en ciencias biológicas,barbara ellis,alexjones@hotmail.com,f,aguada san roque,
4965,2019-11-09,1932-03-10,,universidad nacional de jujuy,licenciatura en relaciones del trabajo ,jennifer garcia,morganerika@gmail.com,f,alumine,
4966,2019-11-12,1923-05-22,,universidad tecnológica nacional,ingeniería electrónica,robert nelson,glenn58@gmail.com,m,arsenal de guerra san lorenzo,
4967,2019-12-29,1925-01-15,,universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,jacob decker,laura37@yahoo.com,m,la pastora,
4968,2020-02-09,2014-11-13,,universidad nacional de jujuy,licenciatura en sociología ,michael espinoza,paulgallagher@yahoo.com,m,bahia bustamante,
4969,2019-12-24,1966-03-04,,universidad nacional de jujuy,farmacia,michelle harris,vthompson@hotmail.com,f,30 de agosto,
4970,2020-02-11,2013-01-03,,universidad tecnológica nacional,licenciatura en ciencias antropológicas,kristin greene,dawn01@yahoo.com,f,cañadon la madera,
4971,2019-12-20,1909-06-25,,universidad tecnológica nacional,licenciatura en ciencia política ,ms. veronica wheeler phd,amanda80@yahoo.com,f,abdon castro tolay,
4972,2019-11-21,1946-10-27,,universidad nacional de jujuy,licenciatura en ciencias de la educación ,madison hughes,edgar21@gmail.com,f,laprida,
4973,2020-01-23,1933-05-17,,universidad tecnológica nacional,licenciatura en ciencias de la computación,jeanne horn,monicahill@yahoo.com,f,bayauca,
4974,2019-10-14,1976-08-18,,universidad tecnológica nacional,licenciatura en ciencias ambientales,laura flores,sandra10@hotmail.com,f,bañado norte,
4975,2019-12-07,1929-03-31,,universidad nacional de jujuy,medicina,donald wheeler md,lovecheyenne@gmail.com,m,dos hermanos,
4976,2019-11-20,2019-06-16,,universidad tecnológica nacional,ingeniería electrónica,whitney chavez,nicole51@hotmail.com,f,cañadita,
4977,2019-11-21,1966-11-13,,universidad tecnológica nacional,licenciatura en ciencias de la educación ,jessica miller,katrina16@gmail.com,f,glew,
4978,2020-04-22,1976-11-13,,universidad tecnológica nacional,licenciatura en terapia ocupacional,deborah garcia,elizabeth63@gmail.com,f,colonia los zapallos,
4979,2019-10-20,1918-03-25,,universidad tecnológica nacional,licenciatura en ciencias ambientales,kyle sanchez,aaron17@gmail.com,m,alto grande,
4980,2020-03-17,1991-05-11,,universidad nacional de jujuy,ingeniería electrónica,alexandra miller,brandonstewart@hotmail.com,f,campo huber,
4981,2020-02-28,1917-02-22,,universidad nacional de jujuy,ciencias veterinarias,hannah hayes,timothy67@hotmail.com,f,agua hedionda,
4982,2019-11-17,1950-06-01,,universidad tecnológica nacional,licenciatura en producción de bioimagenes,ashley miller,billywalker@gmail.com,f,pilar,
4983,2019-10-30,1968-01-05,,universidad nacional de jujuy,licenciatura en ciencia política ,caleb jones,lcox@yahoo.com,m,alcaraz sud,
4984,2020-01-03,1912-04-02,,universidad tecnológica nacional,licenciatura en ciencias de la educación ,david chavez,alvarezsherry@hotmail.com,m,chichagasta,
4985,2020-01-01,1907-12-16,,universidad nacional de jujuy,actuario ,caleb fisher,hillmatthew@gmail.com,m,4 de febrero,
4986,2020-02-02,1911-09-18,,universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,alexander lewis,reeseevelyn@yahoo.com,m,arana,
4987,2020-06-26,1911-12-30,,universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,brady duncan,justingonzalez@gmail.com,m,el altillo,
4988,2019-10-24,1981-09-08,,universidad tecnológica nacional,licenciatura en artes,rebecca barker,kanemicheal@gmail.com,f,balsa,
4989,2020-01-12,1918-09-15,,universidad nacional de jujuy,diseño de imagen y sonido,jill lewis,stephendalton@yahoo.com,f,arroyo magdalena,
4990,2019-11-14,2020-07-04,,universidad tecnológica nacional,licenciatura en psicología,mr. ricky foster,umcgee@yahoo.com,m,maipu,
4991,2020-03-17,2003-03-05,,universidad nacional de jujuy,ingeniería en informática,kayla deleon,jacksonjulie@yahoo.com,f,cabaña el cisne,
4992,2019-12-01,1971-08-07,,universidad nacional de jujuy,actuario ,jade roberts,aliciawright@hotmail.com,f,cristiano muerto,
4993,2019-12-28,2011-02-02,,universidad tecnológica nacional,bioquímica,jesse benton,cookrussell@hotmail.com,m,hito 45,
4994,2020-06-03,1957-09-04,,universidad tecnológica nacional,licenciatura en producción de bioimagenes,emily grant,fmartin@gmail.com,f,capitan bermudez,
4995,2020-06-28,1932-07-07,,universidad tecnológica nacional,arquitectura,richard miller,benjamin86@gmail.com,m,la querencia,
4996,2020-01-15,1977-02-01,,universidad tecnológica nacional,bioquímica,daryl barron,prestonashley@hotmail.com,m,el lenguaraz,
4997,2019-11-20,2007-03-02,,universidad nacional de jujuy,licenciatura en musicoterapia,michelle robbins,gwalker@hotmail.com,f,campo coubert,
4998,2020-01-12,1921-08-13,,universidad nacional de jujuy,ciencias veterinarias,nicole perkins,pmiller@hotmail.com,f,campo quirno,
4999,2020-04-22,1996-04-30,,universidad nacional de jujuy,arquitectura,christopher soto,bskinner@hotmail.com,m,el perdido est jose guisasola,
5000,2020-06-01,1931-08-11,,universidad tecnológica nacional,licenciatura en terapia ocupacional,laura jackson,dlawrence@gmail.com,f,adolfo alsina,
5001,2020-01-16,2007-07-21,,universidad tecnológica nacional,técnico para bioterios ,anna savage,ashley89@hotmail.com,f,francisco paz,
5002,2019-10-13,1996-11-26,,universidad tecnológica nacional,licenciatura en gestión de agroalimentos,mrs. amy costa,bdickerson@hotmail.com,f,chavarria,
5003,2020-04-17,1955-08-31,,universidad tecnológica nacional,licenciatura en artes,dr. kathleen ruiz,monicathomas@yahoo.com,f,arroyo seco,
5004,2020-08-01,1951-11-17,,universidad tecnológica nacional,licenciatura en relaciones del trabajo ,joseph robbins,brenda87@yahoo.com,m,el cipres,
5005,2020-06-27,1938-09-27,,universidad nacional de jujuy,licenciatura en terapia ocupacional,dr. mary jackson,chadhughes@hotmail.com,f,alsina,
5006,2020-06-21,1944-02-20,,universidad tecnológica nacional,bioquímica,teresa lane,elizabeth58@yahoo.com,f,agustin roca,
5007,2020-04-10,1967-04-15,,universidad tecnológica nacional,técnico para bioterios ,jennifer duncan dds,beverly65@gmail.com,f,catinzaco,
5008,2019-12-30,1942-02-04,,universidad nacional de jujuy,licenciatura en relaciones del trabajo ,linda williamson,oscar96@gmail.com,f,cristolia,
5009,2020-03-24,1922-07-06,,universidad nacional de jujuy,licenciatura en ciencia y tecnología de alimentos,scott mahoney,jessica13@hotmail.com,m,campo redondo,
5010,2020-04-17,2020-11-14,,universidad nacional de jujuy,licenciatura en artes,sandy barnes,alison14@hotmail.com,f,camino centenario km 11500,
5011,2020-02-16,2019-05-27,,universidad tecnológica nacional,medicina,samuel hill,sellerscatherine@gmail.com,m,chancay,
5012,2020-03-18,1929-01-09,,universidad tecnológica nacional,ingeniería electrónica,sheena patterson,rowesusan@hotmail.com,f,barranquitas,
5013,2020-02-12,1984-03-03,,universidad nacional de jujuy,licenciatura en ciencias biológicas,robert gray,greertodd@gmail.com,m,aldea forestal,
5014,2019-12-13,1953-11-24,,universidad nacional de jujuy,bioquímica,valerie todd,tyoung@gmail.com,f,arrascaeta,
5015,2019-12-15,1930-04-07,,universidad tecnológica nacional,técnico para bioterios ,angel alexander,williamboyd@yahoo.com,f,antonio carboni,
5016,2020-05-15,1977-05-06,,universidad tecnológica nacional,licenciatura en relaciones del trabajo ,tiffany robbins,klyons@gmail.com,f,caspinchango,
5017,2019-11-23,2015-07-15,,universidad tecnológica nacional,licenciatura en ciencias geológicas,erik sharp,shepardsandy@gmail.com,m,barrio don santiago,
5018,2020-02-10,1941-01-05,,universidad tecnológica nacional,licenciatura en producción de bioimagenes,anna sharp,cummingskimberly@gmail.com,f,colonia las yescas,
5019,2020-06-05,1969-09-16,,universidad tecnológica nacional,licenciatura en ciencia política ,sheila lewis,johnsonanthony@gmail.com,f,capitan bermudez,
5020,2020-02-10,1924-01-08,,universidad tecnológica nacional,licenciatura en psicología,lynn robinson,mirandajason@yahoo.com,f,casalins,
5021,2019-12-23,1933-03-20,,universidad nacional de jujuy,bioquímica,janet hill,emilychan@hotmail.com,f,altona,
5022,2020-06-08,1937-02-23,,universidad nacional de jujuy,ingeniería electrónica,ashley jimenez,cthomas@yahoo.com,f,la rosa,
5023,2020-07-19,1948-12-06,,universidad nacional de jujuy,ciencias veterinarias,jennifer wolfe,bradleytaylor@hotmail.com,f,azul,
5024,2020-03-29,1927-12-31,,universidad nacional de jujuy,contador público ,scott moran,bmclean@gmail.com,m,la viticola,
5025,2020-02-10,1995-02-05,,universidad tecnológica nacional,licenciatura en ciencia y tecnología de alimentos,daniel delgado,vmoore@yahoo.com,m,casbas,
5026,2020-07-26,1986-10-16,,universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,lisa coleman,lozanostephen@gmail.com,f,estrada,
5027,2019-11-16,1964-02-04,,universidad nacional de jujuy,licenciatura en psicología,robert fowler,noahcooper@gmail.com,m,buen retiro,
5028,2019-11-20,1938-08-05,,universidad tecnológica nacional,licenciatura en terapia ocupacional,david daniels,christina94@gmail.com,m,baldes de pacheco,
5029,2020-06-25,1967-06-09,,universidad tecnológica nacional,licenciatura en terapia ocupacional,jennifer cook,emily68@gmail.com,f,san jose,
5030,2019-10-15,2005-08-14,,universidad nacional de jujuy,licenciatura en sociología ,michael black,xsullivan@gmail.com,m,gobernador roca,
5031,2019-12-04,1955-07-24,,universidad nacional de jujuy,ingeniería en informática,roger mcdaniel,benjamin47@hotmail.com,m,copacabana,
5032,2020-01-22,1969-05-25,,universidad nacional de jujuy,ciencias veterinarias,teresa vega,wintersmanuel@hotmail.com,f,campo de los toros,
5033,2020-02-27,1987-11-04,,universidad nacional de jujuy,licenciatura en psicología,betty pratt,wrodriguez@gmail.com,f,cañada de gomez,
5034,2020-01-10,2000-05-25,,universidad nacional de jujuy,licenciatura en ciencias antropológicas,deborah torres,lacey42@hotmail.com,f,caminera samborombon,
5035,2020-07-20,1988-05-20,,universidad tecnológica nacional,técnico para bioterios ,debbie tanner,mmcgee@hotmail.com,f,bosques,
5036,2019-12-11,1957-08-22,,universidad nacional de jujuy,licenciatura en ciencias ambientales,michael smith dds,joseph44@hotmail.com,m,cataratas del iguazu,
5037,2020-04-08,1961-12-01,,universidad tecnológica nacional,ingeniería mecánica,christopher carney,xsmith@yahoo.com,m,rincon de milberg,
5038,2020-07-23,1975-09-02,,universidad tecnológica nacional,licenciatura en musicoterapia,christopher wilson,sking@hotmail.com,m,colonia mendez bar,
5039,2020-04-17,1972-11-10,,universidad nacional de jujuy,licenciatura en planificación y diseño del paisaje,april werner,crystal96@gmail.com,f,bathurst estacion,
5040,2020-04-03,1990-08-11,,universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,keith oconnell,vasquezandrew@yahoo.com,m,valle hondo,
5041,2020-06-25,1953-05-06,,universidad tecnológica nacional,arquitectura,dennis moore,cshepard@hotmail.com,m,llavallol,
5042,2020-03-09,1916-12-16,,universidad tecnológica nacional,licenciatura en ciencias antropológicas,corey chen,johnnymathis@yahoo.com,m,costa bonita balneario,
5043,2020-07-01,1995-05-21,,universidad nacional de jujuy,licenciatura en ciencias geológicas,william wright,butlerandrea@yahoo.com,m,agua amarga,
5044,2020-01-11,1986-04-27,,universidad tecnológica nacional,farmacia,cindy chambers md,bonnie74@yahoo.com,f,el retiro,
5045,2019-11-28,1940-10-21,,universidad nacional de jujuy,licenciatura en relaciones del trabajo ,melissa wallace,brownkelli@yahoo.com,f,almacen la colina,
5046,2019-11-23,2017-03-24,,universidad nacional de jujuy,diseño industrial,brandon swanson,downsrenee@yahoo.com,m,virrey del pino,
5047,2019-12-03,1973-01-12,,universidad tecnológica nacional,ciencias veterinarias,leah hernandez,elong@yahoo.com,f,alcete,
5048,2020-02-16,1974-03-06,,universidad nacional de jujuy,agronomía,kimberly acosta,kleinrobert@yahoo.com,f,colonia bertozzi,
5049,2020-04-07,1916-04-10,,universidad nacional de jujuy,ciencias veterinarias,mr. robert rich,jonesjoshua@gmail.com,m,cholila,
5050,2020-02-26,1929-11-11,,universidad nacional de jujuy,agronomía,julia daniel,mitchellbradley@hotmail.com,f,barrancas,
5051,2020-07-01,1916-05-06,,universidad nacional de jujuy,licenciatura en planificación y diseño del paisaje,robert baker,james39@gmail.com,m,villa hipodromo,
5052,2020-01-13,1963-09-20,,universidad nacional de jujuy,agronomía,nicole avila,weavernicole@hotmail.com,f,acuña cue,
5053,2019-12-11,1988-05-10,,universidad tecnológica nacional,licenciatura en gestión de agroalimentos,david reynolds,jonesvictoria@yahoo.com,m,avenida ejercito parana,
5054,2020-06-18,1914-10-15,,universidad nacional de jujuy,diseño industrial,reginald kirk,katherine24@hotmail.com,m,cañada rica,
5055,2019-12-24,1960-02-17,,universidad nacional de jujuy,licenciatura en ciencias de la computación,stephanie greene,cobbjames@yahoo.com,f,acheral,
5056,2019-11-01,1949-11-27,,universidad tecnológica nacional,licenciatura en musicoterapia,ashley wilson,emilyglenn@gmail.com,f,barrio emir ramon juarez,
5057,2020-07-28,1996-11-05,,universidad nacional de jujuy,licenciatura en ciencia y tecnología de alimentos,kathleen holland,katherine89@gmail.com,f,arboleda,
5058,2020-03-12,1993-03-02,,universidad nacional de jujuy,licenciatura en ciencias ambientales,amber jackson,tammy76@hotmail.com,f,cushamen,
5059,2020-04-26,1941-05-15,,universidad tecnológica nacional,contador público ,rebecca thompson,hectormay@gmail.com,f,barrientos,
5060,2020-03-08,2002-07-13,,universidad tecnológica nacional,licenciatura en producción de bioimagenes,lisa perkins,vanessa05@yahoo.com,f,agua hedionda,
5061,2020-01-21,1951-06-03,,universidad nacional de jujuy,farmacia,randy palmer,evansamy@hotmail.com,m,cespedes,
5062,2020-06-29,1940-04-01,,universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,bradley logan,nanderson@hotmail.com,m,los molinos,
5063,2020-05-21,1992-03-01,,universidad tecnológica nacional,licenciatura en ciencias antropológicas,mark collins,denise10@yahoo.com,m,arroyo manganga,
5064,2020-06-26,1910-10-23,,universidad tecnológica nacional,farmacia,douglas gonzalez,brandonbarber@gmail.com,m,campo castro,
5065,2020-05-09,1917-02-12,,universidad tecnológica nacional,licenciatura en ciencia y tecnología de alimentos,george frank,kennethcervantes@yahoo.com,m,colpes,
5066,2020-01-22,1970-11-16,,universidad nacional de jujuy,licenciatura en ciencia y tecnología de alimentos,lisa cole,matthewcrane@hotmail.com,f,san justo,
5067,2020-07-16,1986-10-03,,universidad tecnológica nacional,licenciatura en ciencias ambientales,corey black,gilmoreheather@yahoo.com,m,alcaraz norte,
